,Job Title,Min Salary Estimate,Max Salary Estimate,Rating,Company Name,City,State,HCity,HState,Size,Founded,Type of ownership,Industry,Sector,Revenue,Number of Competitors,Easy Apply
1349,Data Analyst,30000.0,53000,3.4,First American Financial Corporation,Irving,TX,Santa Ana,CA,10000+,1889,Public Company,Insurance Carriers,Insurance,5 to 10 billion,,
1350,Client Data Analyst,30000.0,53000,3.6,Signify Health,Dallas,TX,Dallas,TX,501-1000,2017,Private Company,Health Care Services & Hospitals,Health Care,,,True
1351,HR Data Analyst II,30000.0,53000,4.1,Federal Reserve Bank (FRB),Dallas,TX,Washington,DC,1001-5000,1913,Government,Federal Agencies,Government,,3.0,
1352,Data Analyst,30000.0,53000,-1.0,1,Dallas,TX,,,,-1,,,,,,
1353,Healthcare Data Analyst,30000.0,53000,3.8,VITALWARE LLC,Dallas,TX,Yakima,WA,51-200,2010,Private Company,Health Care Services & Hospitals,Health Care,10 to 25 million,,
1354,IGNITE Graduate Development Program Application Developer / Data Scientist / Business Analyst,30000.0,53000,-1.0,Atos Healthcare,Irving,TX,,,,-1,,,,,,
1355,Data Analyst II,30000.0,53000,3.6,Kubota Tractor,Grapevine,TX,Grapevine,TX,1001-5000,1971,Business,Industrial Manufacturing,Manufacturing,2 to 5 billion,,
1356,Data Analyst,30000.0,53000,2.9,Trinity Industries,Dallas,TX,Dallas,TX,10000+,1933,Public Company,Transportation Equipment Manufacturing,Manufacturing,5 to 10 billion,2.0,
1357,Data Analyst,30000.0,53000,3.7,Randstad US,Plano,TX,Atlanta,GA,1001-5000,-1,Business,Staffing & Outsourcing,Business Services,,,
1358,System/Data Analyst,30000.0,53000,3.5,L&T Infotech,Irving,TX,Mumbai,India,10000+,1997,Public Company,IT Services,Information Technology,,3.0,
1359,HR Data Analyst II,30000.0,53000,3.6,Federal Reserve Bank of Richmond,Dallas,TX,Richmond,VA,1001-5000,1914,Nonprofit Organization,Banks & Credit Unions,Finance,5 to 10 billion,,
1360,Data Analyst,30000.0,53000,1.0,Sphinix Solutions,Plano,TX,New York,NY,1-50,-1,Private Company,IT Services,Information Technology,Less than 1 million,,
1361,Data Reporting Analyst,30000.0,53000,4.1,A-Line Staffing Solutions,Dallas,TX,Utica,MI,501-1000,2004,Private Company,Staffing & Outsourcing,Business Services,,,
1362,Sr Data Integrity Analyst,30000.0,53000,3.8,Atmos Energy Corp.,Dallas,TX,Dallas,TX,1001-5000,1906,Public Company,Oil & Gas Services,"Oil, Gas, Energy & Utilities",2 to 5 billion,,
1363,Data System Analyst,30000.0,53000,3.7,Citi,Irving,TX,New York,NY,10000+,1812,Public Company,Investment Banking & Asset Management,Finance,10+ billion,,
1364,Data Analyst,30000.0,53000,5.0,"Staffigo Technical Services, LLC",Dallas,TX,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1365,Research Data Analyst,30000.0,53000,2.6,North Central Texas Council of Governments,Arlington,TX,Arlington,TX,201-500,1966,Nonprofit Organization,Membership Organizations,Business Services,10 to 25 million,,
1366,Data Analyst,30000.0,53000,-1.0,Corporate G. LLC,Dallas,TX,Bengaluru,India,201-500,-1,Private Company,,,,,
1367,RAPD Risk Platforms & Data - Analyst,30000.0,53000,4.0,Goldman Sachs,Dallas,TX,New York,NY,10000+,1869,Public Company,Investment Banking & Asset Management,Finance,10+ billion,3.0,
1368,Business Data Analyst,30000.0,53000,3.5,McAfee,Plano,TX,Santa Clara,CA,5001-10000,1987,Private Company,Computer Hardware & Software,Information Technology,10+ billion,3.0,
1369,Data Analyst,30000.0,53000,4.6,"Conch Technologies, Inc",Plano,TX,Memphis,TN,51-200,-1,Private Company,Consulting,Business Services,5 to 10 million,,
1370,Business Analyst/Data Consultant,30000.0,53000,3.8,Apex Systems,Irving,TX,Glen Allen,VA,1001-5000,1995,Business,Staffing & Outsourcing,Business Services,2 to 5 billion,3.0,True
1371,Data Analyst - Contract Renewals,30000.0,53000,2.8,RealPage,Richardson,TX,Richardson,TX,5001-10000,1998,Public Company,Computer Hardware & Software,Information Technology,500 million to 1 billion,2.0,
1372,Analyst Supply Chain I Data Management,41000.0,86000,3.9,Mary Kay,Lewisville,TX,Addison,TX,5001-10000,1963,Private Company,Consumer Products Manufacturing,Manufacturing,2 to 5 billion,,
1373,Senior Data Analyst,41000.0,86000,4.5,Mobilityware,Dallas,TX,Irvine,CA,51-200,1990,Private Company,Video Games,Media,,,
1374,Data Analyst,41000.0,86000,3.0,AustinCSI,Grapevine,TX,Plano,TX,51-200,2007,Private Company,Consulting,Business Services,,,
1375,Data Integration Analyst,41000.0,86000,4.4,Apptricity Corporation,Irving,TX,Irving,TX,51-200,1999,Private Company,Computer Hardware & Software,Information Technology,5 to 10 million,,
1376,Data Analyst,41000.0,86000,4.1,Mitchell Martin,Plano,TX,New York,NY,501-1000,1984,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,,
1377,Data Analyst,41000.0,86000,4.3,National NeuroMonitoring,Addison,TX,San Antonio,TX,51-200,2008,Private Company,Health Care Services & Hospitals,Health Care,,,
1378,Healthcare Analyst / Healthcare Data Analyst,41000.0,86000,5.0,PriceSenz,Irving,TX,Irving,TX,,-1,Public Company,,,,,
1379,Human Resources data Analyst,41000.0,86000,1.9,MOA,Plano,TX,Paris,France,51-200,1997,,,,,,
1380,Business Analyst - Data Protection,41000.0,86000,3.4,NTT DATA,Irving,TX,Tokyo,Japan,10000+,1967,Public Company,IT Services,Information Technology,10+ billion,3.0,
1381,Data Analyst,41000.0,86000,2.8,Ho Chunk,Arlington,TX,Winnebago,NE,201-500,1995,Private Company,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services",100 to 500 million,,
1382,Data Analyst,41000.0,86000,4.2,Precision technologies corp,Plano,TX,New Brunswick,NJ,201-500,2008,Private Company,IT Services,Information Technology,10 to 25 million,,
1383,Data Analytics Senior Analyst,41000.0,86000,3.7,Citi,Irving,TX,New York,NY,10000+,1812,Public Company,Investment Banking & Asset Management,Finance,10+ billion,,
1384,Business Data Analyst,41000.0,86000,-1.0,Optum Consumer Solutions Group,Plano,TX,,,,-1,,,,,,
1385,Client Data Analyst,41000.0,86000,3.4,Mosaic Sales Solutions,Irving,TX,Irving,TX,5001-10000,1947,Private Company,Advertising & Marketing,Business Services,500 million to 1 billion,3.0,
1386,Information Technology Specialist / Data Analyst,41000.0,86000,3.2,"One Call Claims, LLC",Dallas,TX,Mobile,AL,201-500,-1,Private Company,Insurance Carriers,Insurance,,,
1387,Data Analyst,41000.0,86000,4.2,Prudent Technologies & Consulting,Grapevine,TX,Dallas,TX,51-200,1998,Private Company,IT Services,Information Technology,25 to 50 million,,
1388,Data Management Analyst,41000.0,86000,4.7,Daylight Solutions,Dallas,TX,San Diego,CA,51-200,-1,Private Company,Aerospace & Defense,Aerospace & Defense,25 to 50 million,,
1389,Data Import Analyst,41000.0,86000,4.6,LeadsOnline LLC,Plano,TX,Plano,TX,1-50,-1,Private Company,,,1 to 5 million,,
1390,Senior Data Analyst,41000.0,86000,3.8,Excite Health Partners,Dallas,TX,Towson,MD,51-200,-1,Private Company,Staffing & Outsourcing,Business Services,,,
1391,SAS Data Analyst III(With SOL & Tableau),41000.0,86000,3.4,PROLIM Global Corporation,Dallas,TX,Farmington Hills,MI,201-500,2005,Private Company,Enterprise Software & Network Solutions,Information Technology,25 to 50 million,3.0,
1392,NA Data Reporting Analyst,41000.0,86000,3.1,ADT,Irving,TX,Boca Raton,FL,10000+,1874,Public Company,Security Services,Business Services,2 to 5 billion,2.0,
1393,SAS Data Analyst,41000.0,86000,3.4,"Pinnacle Technical Resources, Inc.",Dallas,TX,Dallas,TX,5001-10000,1996,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,,
1394,Data Analyst II,41000.0,86000,-1.0,Insight UK,Plano,TX,Warwick,United Kingdom,1-50,-1,Private Company,,,,,
1395,Data Science- Security Analyst,41000.0,86000,3.4,eDataForce consulting LLC,Dallas,TX,Flower Mound,TX,1-50,2012,Private Company,IT Services,Information Technology,1 to 5 million,,
1396,Direct Client Requirement - Data Reporting Analyst,41000.0,86000,-1.0,"Real Soft, Inc / Diversity Direct",Dallas,TX,,,,-1,,,,,,
1397,Data Management Analyst,41000.0,86000,2.9,Trinity Industries,Dallas,TX,Dallas,TX,10000+,1933,Public Company,Transportation Equipment Manufacturing,Manufacturing,5 to 10 billion,2.0,
1398,Sr. Business Data Analyst - Enterprise Risk,41000.0,86000,2.5,"ServiceLink, a Black Knight Company",Dallas,TX,Pittsburgh,PA,1001-5000,1967,Business,Lending,Finance,500 million to 1 billion,3.0,
1399,Claims Data Analyst,41000.0,86000,4.0,Lightbeam Health Solutions,Irving,TX,Irving,TX,51-200,-1,Private Company,Health Care Services & Hospitals,Health Care,5 to 10 million,,
1400,Data Analyst 4,41000.0,86000,2.8,"Telnet (Rockville, MD)",Dallas,TX,Rockville,MD,51-200,-1,Private Company,Consulting,Business Services,10 to 25 million,,
1401,SENIOR APPLICATION PROGRAMMER ANALYST (Data Transformation & Integration) - ITD,44000.0,82000,3.3,Tarrant County,Tarrant,TX,Fort Worth,TX,1-50,-1,Government,Municipal Governments,Government,Less than 1 million,,
1402,Data Governance Analyst,44000.0,82000,3.8,Diversant LLC,Dallas,TX,Red Bank,NJ,1001-5000,2005,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,3.0,
1403,Data Analyst - SM,44000.0,82000,3.8,Vastika,Irving,TX,Irving,TX,1-50,-1,Private Company,"Health, Beauty, & Fitness",Consumer Services,Less than 1 million,,
1404,Reporting Data Analyst (contract to hire),44000.0,82000,-1.0,Financial Services Company,Dallas,TX,,,,-1,,,,,,
1405,Data Analyst {S02268P},44000.0,82000,4.2,University of Texas at Arlington,Arlington,TX,Arlington,TX,1001-5000,1967,Education,Colleges & Universities,Education,100 to 500 million,,
1406,Data Analyst,44000.0,82000,4.1,APN Software Services Inc.,Plano,TX,Newark,CA,51-200,-1,Private Company,Computer Hardware & Software,Information Technology,25 to 50 million,,
1407,Data Analyst - Marketing,44000.0,82000,3.7,Fairway Independent Mortgage Corporation,Carrollton,TX,Madison,WI,5001-10000,1996,Private Company,Lending,Finance,10+ billion,,
1408,Senior Data Quality Analyst,44000.0,82000,3.6,Signify Health,Dallas,TX,Dallas,TX,501-1000,2017,Private Company,Health Care Services & Hospitals,Health Care,,,True
1409,Senior Data Analyst,44000.0,82000,3.5,HCL America Inc.,Plano,TX,Noida,India,10000+,1991,Public Company,Computer Hardware & Software,Information Technology,5 to 10 billion,3.0,
1410,Sr. Enterprise BI Data Analyst,44000.0,82000,2.1,Colfax Corporation,Dallas,TX,Annapolis Junction,MD,10000+,1995,Public Company,Industrial Manufacturing,Manufacturing,2 to 5 billion,3.0,
1411,Accounting/Data Analyst Associate,44000.0,82000,3.7,Bloomfield Homes,Southlake,TX,Southlake,TX,1-50,-1,Business,Construction,"Construction, Repair & Maintenance",100 to 500 million,,
1412,Sr. Business Data Analyst Enterprise Risk,44000.0,82000,2.5,ServiceLink,Dallas,TX,Pittsburgh,PA,1001-5000,1967,Business,Lending,Finance,500 million to 1 billion,3.0,
1413,Sr. BI Data Engineer and Analyst,44000.0,82000,3.6,Onyx CenterSource,Dallas,TX,Dallas,TX,201-500,2013,Private Company,Financial Transaction Processing,Finance,50 to 100 million,,
1414,Data Management Analyst,44000.0,82000,-1.0,Corporate G. LLC,Dallas,TX,Bengaluru,India,201-500,-1,Private Company,,,,,
1415,"Data Analyst (Python), Dallas, Methods+Mastery (a FleishmanHillard Company)",44000.0,82000,3.3,Fleishman-Hillard Inc,Dallas,TX,Saint Louis,MO,1001-5000,1946,Business,Advertising & Marketing,Business Services,,3.0,
1416,Pricing Data Analyst,44000.0,82000,-1.0,Kforce Technology Staffing,Plano,TX,,,,-1,,,,,,
1417,Data Platform System Analyst Lead (Data Services),44000.0,82000,3.9,JPMorgan Chase,Lewisville,TX,New York,NY,10000+,1799,Public Company,Investment Banking & Asset Management,Finance,10+ billion,,
1418,Business Analyst/Data Analyst,44000.0,82000,3.7,eTeam Inc.,Irving,TX,South Plainfield,NJ,51-200,1999,Private Company,Staffing & Outsourcing,Business Services,50 to 100 million,3.0,
1419,Sr. Data Analyst,44000.0,82000,-1.0,"BurnsSearch, LLC",Dallas,TX,Frisco,TX,51-200,1999,Private Company,Staffing & Outsourcing,Business Services,,,
1420,Data Analyst,44000.0,82000,3.3,Mindteck,Coppell,TX,Bengaluru,India,1001-5000,1991,Public Company,IT Services,Information Technology,50 to 100 million,,
1421,"Data Management Analyst - Dallas, TX/ Tempe, FL",44000.0,82000,5.0,Georgia IT Inc.,Dallas,TX,Alpharetta,GA,1-50,-1,Private Company,,,Less than 1 million,,
1422,Senior Data Analyst,44000.0,82000,3.5,Analytical Mechanics Associates,Dallas,TX,Hampton,VA,201-500,1962,Private Company,Consulting,Business Services,10 to 25 million,,
1423,Financial Data Analyst,44000.0,82000,2.6,CarOffer,Plano,TX,Plano,TX,51-200,-1,Private Company,Consumer Product Rental,Consumer Services,,,
1424,Data Conversion Analyst,44000.0,82000,-1.0,Harris Local Government Solutions Inc,Allen,TX,,,,-1,,,,,,
1425,Behavorial Health Data Analyst,44000.0,82000,3.5,LifePath Systems,Plano,TX,McKinney,TX,51-200,-1,Government,,,,,
1426,Data Analyst Lead - EM & Data,44000.0,82000,4.0,Lorven Technologies Inc,Richardson,TX,Plainsboro,NJ,1-50,-1,Private Company,Accounting,Accounting & Legal,Less than 1 million,,
1427,Senior Data Analyst,44000.0,82000,3.4,Home Point Financial,Farmers Branch,TX,Ann Arbor,MI,1001-5000,2015,Private Company,Lending,Finance,,,
1428,Sr. Data Analyst - Healthcare Claims,44000.0,82000,4.2,Horn Solutions Inc.,Dallas,TX,Sugar Land,TX,1-50,2008,Private Company,Consulting,Business Services,50 to 100 million,,
1429,Sr. Enterprise BI Data Analyst,48000.0,88000,3.0,DJO Global,Dallas,TX,Dallas,TX,5001-10000,1978,Business,Health Care Products Manufacturing,Manufacturing,1 to 2 billion,2.0,
1430,Data/Business Solutions Analyst - Jr,48000.0,88000,4.1,Kforce,Plano,TX,Tampa,FL,10000+,1966,Public Company,Staffing & Outsourcing,Business Services,1 to 2 billion,,
1431,System Analyst(Big Data/Hadoop),48000.0,88000,4.0,silverXis inc,Irving,TX,,,1-50,-1,,IT Services,Information Technology,,,
1432,Pricing Data Analyst,48000.0,88000,4.1,Kforce,Plano,TX,Tampa,FL,10000+,1966,Public Company,Staffing & Outsourcing,Business Services,1 to 2 billion,,
1433,Data Management Analyst,48000.0,88000,3.2,Community Hospital Corporation,Plano,TX,Plano,TX,1001-5000,1996,Private Company,Health Care Services & Hospitals,Health Care,,,
1434,Application Vulnerability Governance Lead Data Analyst,48000.0,88000,3.7,Citi,Irving,TX,New York,NY,10000+,1812,Public Company,Investment Banking & Asset Management,Finance,10+ billion,,
1435,SAP Data Analyst (Contract),48000.0,88000,4.0,Two95 International Inc.,Irving,TX,Cherry Hill,NJ,1-50,-1,Private Company,Staffing & Outsourcing,Business Services,1 to 5 million,,
1436,LAWSON LANDMARK DATA EXTRACT ANALYST,48000.0,88000,3.5,CTG,Dallas,TX,New York,NY,,-1,Private Company,,,,,
1437,Business Analytics Analyst II (Data Concierge),48000.0,88000,4.2,University of Texas at Arlington,Arlington,TX,Arlington,TX,1001-5000,1967,Education,Colleges & Universities,Education,100 to 500 million,,
1438,Data Science Sr. Analyst,48000.0,88000,4.5,Radiant Digital,Dallas,TX,New York,NY,1-50,-1,Private Company,,,Less than 1 million,,
1439,Data Analyst -0517 Suv,48000.0,88000,3.8,Vastika,Irving,TX,Irving,TX,1-50,-1,Private Company,"Health, Beauty, & Fitness",Consumer Services,Less than 1 million,,
1440,Network Data Analyst,48000.0,88000,4.3,PeopleNTech LLC,Dallas,TX,Vienna,VA,1-50,-1,Contract,IT Services,Information Technology,1 to 5 million,,
1441,Technical Data Analyst Accounting,48000.0,88000,3.7,eTeam Inc.,Irving,TX,South Plainfield,NJ,51-200,1999,Private Company,Staffing & Outsourcing,Business Services,50 to 100 million,3.0,
1442,Data Analyst: II (Intermediate),48000.0,88000,4.4,Ava Consulting,Irving,TX,Dallas,TX,1-50,-1,Public Company,IT Services,Information Technology,Less than 1 million,,
1443,Senior Enterprise Data Management Analyst,48000.0,88000,3.1,Molex,Dallas,TX,Lisle,IL,10000+,1938,Private Company,Electrical & Electronic Manufacturing,Manufacturing,2 to 5 billion,,
1444,Data Quality Analyst,48000.0,88000,3.2,Net2Source,Richardson,TX,Somerset,NJ,1001-5000,2007,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,,
1445,Data Analyst - IT Administrator,48000.0,88000,3.3,ClientSolv Technologies,Allen,TX,Greenwood Village,CO,51-200,1994,Private Company,IT Services,Information Technology,10 to 25 million,,
1446,Senior Data Analyst,48000.0,88000,2.8,Ho Chunk,Arlington,TX,Winnebago,NE,201-500,1995,Private Company,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services",100 to 500 million,,
1447,Data Analyst Lead - Air/Technical Operations,48000.0,88000,4.0,Lorven Technologies Inc,Richardson,TX,Plainsboro,NJ,1-50,-1,Private Company,Accounting,Accounting & Legal,Less than 1 million,,
1448,"Analyst, Client Data II",48000.0,88000,3.4,Mosaic Sales Solutions,Irving,TX,Irving,TX,5001-10000,1947,Private Company,Advertising & Marketing,Business Services,500 million to 1 billion,3.0,
1449,DATA ENGINEER / DATA ANALYST,48000.0,88000,3.9,Diverse Lynx,Plano,TX,Princeton,NJ,501-1000,2002,Private Company,IT Services,Information Technology,100 to 500 million,,
1450,Jr. Data Warehouse Systems Analyst,48000.0,88000,3.2,Net2Source,Richardson,TX,Somerset,NJ,1001-5000,2007,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,,
1451,"Data Management Analyst in Plano, TX at Community Hospital Corporation",48000.0,88000,3.5,Community Hospital,Plano,TX,Tallassee,AL,201-500,-1,Hospital,Health Care Services & Hospitals,Health Care,25 to 50 million,,
1452,QA Automation Analyst with Big data technology,48000.0,88000,3.4,TECHNOCRAFT Solutions,Richardson,TX,Hilliard,OH,1-50,-1,Private Company,Advertising & Marketing,Business Services,1 to 5 million,,
1453,Data Analyst Lead - Commercial,48000.0,88000,4.0,Lorven Technologies Inc,Richardson,TX,Plainsboro,NJ,1-50,-1,Private Company,Accounting,Accounting & Legal,Less than 1 million,,
1454,Senior Data Analyst - Property Operations,48000.0,88000,4.3,Mill Creek Residential Trust,Dallas,TX,Boca Raton,FL,501-1000,2011,Private Company,Real Estate,Real Estate,,3.0,
1455,Sr Data Management Analyst,48000.0,88000,3.5,Employbridge,Irving,TX,Atlanta,GA,1001-5000,2006,Private Company,Staffing & Outsourcing,Business Services,2 to 5 billion,,
1456,Senior Data Quality Analyst,44000.0,78000,3.2,FirstAmerica,Arlington,TX,Aberdeen,United Kingdom,10000+,1995,Private Company,Transportation Management,Transportation & Logistics,5 to 10 billion,,
